-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,29,30,31,32,33,34,35,36,37,38,39,40,-1,-1,29,30,31,32,33,34,35,36,37,38,39,40,-1,-1
-1,-1,561,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,561,-1,-1,561,-1,-1,-1,-1,-1,62,-1,-1,-1,-1,561,-1,-1
-1,-1,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,589,-1,-1,589,-1,-1,-1,-1,-1,90,-1,-1,-1,-1,-1,-1,-1
-1,-1,617,-1,-1,-1,-1,118,-1,-1,-1,-1,-1,617,-1,-1,617,-1,-1,-1,-1,-1,118,-1,-1,-1,-1,617,-1,-1
-1,-1,146,147,148,149,150,146,147,148,146,146,146,146,146,146,146,146,146,146,146,146,146,146,147,148,149,150,-1,-1
-1,-1,561,-1,-1,-1,-1,174,-1,-1,561,-1,-1,-1,-1,-1,-1,-1,-1,561,-1,-1,174,-1,-1,-1,-1,561,-1,-1
-1,-1,589,-1,-1,-1,-1,202,-1,-1,589,-1,-1,-1,-1,-1,-1,-1,-1,589,-1,-1,202,-1,-1,-1,-1,589,-1,-1
-1,-1,617,146,147,148,149,150,-1,-1,617,37,38,39,-1,-1,37,38,39,617,-1,-1,146,147,148,149,150,617,-1,-1
-1,-1,-1,-1,-1,-1,-1,258,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,258,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,286,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,314,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,342,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,342,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,370,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,398,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,398,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,426,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,426,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,454,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,482,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,510,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,538,-1,-1,-1,-1,-1,-1,-1
-1,-1,561,562,563,564,565,566,567,568,569,570,571,572,-1,-1,561,562,563,564,565,566,567,568,569,570,571,572,-1,-1
-1,-1,561,-1,-1,-1,-1,594,-1,-1,-1,-1,-1,561,-1,-1,561,-1,-1,-1,-1,-1,594,-1,-1,-1,-1,561,-1,-1
-1,-1,589,-1,-1,-1,-1,622,-1,-1,-1,-1,-1,589,-1,-1,589,-1,-1,-1,-1,-1,622,-1,-1,-1,-1,589,-1,-1
-1,-1,-1,38,39,-1,-1,650,29,30,29,30,31,617,-1,-1,39,36,37,38,39,40,650,-1,-1,37,38,-1,-1,-1
-1,-1,-1,-1,561,-1,-1,678,-1,-1,561,-1,-1,-1,-1,-1,-1,-1,-1,561,-1,-1,678,-1,-1,589,-1,-1,-1,-1
-1,-1,-1,-1,589,-1,-1,706,-1,-1,589,-1,-1,-1,-1,-1,-1,-1,-1,589,-1,-1,706,-1,-1,617,-1,-1,-1,-1
-1,-1,561,37,38,39,38,39,-1,-1,617,37,38,39,-1,-1,561,37,38,39,-1,-1,146,147,148,149,150,561,-1,-1
-1,-1,589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,589,-1,-1,589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,589,-1,-1
-1,-1,617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,617,-1,-1,617,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,617,-1,-1
-1,-1,29,30,31,32,33,34,35,36,37,38,39,40,29,30,29,30,31,32,33,34,35,36,37,38,39,40,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
