283,284,284,282,283,284,280,281,282,283,284,284,284,282,283,284,340,283,284,284,284,280,280,281,282,283,284,284,284,340
282,283,284,282,283,284,284,281,282,283,284,312,284,282,283,284,340,283,284,280,280,281,282,283,284,283,284,281,282,340
282,283,284,282,283,284,312,281,282,283,284,340,284,282,283,284,340,284,284,284,280,281,282,283,284,283,284,281,282,340
282,283,284,282,283,284,340,281,282,283,284,340,284,282,283,284,340,312,284,312,280,281,282,283,284,283,284,281,282,340
281,282,283,284,282,283,284,281,282,283,284,340,284,282,283,284,339,340,283,284,280,281,282,283,284,283,284,281,282,340
281,282,283,284,282,283,284,281,282,283,284,340,284,282,283,284,339,340,283,284,280,281,282,283,284,283,284,281,282,340
281,282,283,284,282,283,284,284,282,283,284,340,284,282,283,284,339,340,283,284,280,281,282,283,284,282,283,284,282,283
281,282,283,284,282,283,284,312,282,283,284,340,284,282,283,284,339,340,284,284,280,281,282,283,284,282,283,284,282,283
281,282,283,284,282,283,284,340,282,283,284,340,312,282,283,284,339,340,312,284,284,281,282,283,284,284,283,284,282,283
281,282,283,284,282,283,284,340,282,283,284,339,340,284,283,284,338,339,340,284,312,281,282,283,284,312,283,284,282,283
281,282,283,284,284,283,284,340,282,283,284,339,340,284,283,284,338,339,340,284,340,281,282,283,284,340,283,284,281,282
281,282,283,284,312,283,284,340,284,283,284,339,340,284,283,284,338,339,340,284,340,281,282,283,284,340,283,284,281,282
281,282,283,284,340,283,284,340,312,283,284,339,340,284,283,284,338,339,340,284,340,284,282,283,284,340,284,284,281,282
281,282,283,284,340,284,284,339,340,283,284,339,340,284,283,284,338,339,340,312,340,312,282,283,284,340,312,284,281,282
281,282,283,284,340,312,284,339,340,283,284,339,340,284,283,284,337,338,339,340,339,340,282,283,284,339,340,284,281,282
281,282,283,284,340,340,284,339,340,283,284,339,340,284,283,284,337,338,339,340,339,340,282,283,284,339,340,284,280,281
281,282,283,284,339,340,284,339,340,283,284,339,340,284,284,284,337,338,339,340,339,340,284,283,284,339,340,284,280,281
281,282,283,284,339,340,284,339,340,283,284,339,340,284,312,284,337,338,339,340,284,340,312,283,284,339,340,312,280,281
281,282,283,284,339,340,284,339,340,284,312,339,340,284,340,284,337,338,339,340,312,339,340,283,284,338,339,340,280,281
281,282,283,284,339,340,284,339,340,284,340,339,340,284,340,284,336,337,338,339,340,339,340,283,284,338,339,340,280,281
281,282,283,284,339,340,284,339,340,284,338,339,340,312,340,284,336,337,338,339,340,339,340,284,312,338,339,340,284,281
281,282,283,284,339,340,284,339,340,284,338,339,340,340,340,284,336,337,338,339,340,339,340,284,340,338,339,340,312,281
281,282,283,284,339,340,312,339,340,284,338,339,280,281,282,283,284,337,338,339,340,339,340,284,337,338,339,340,340,282
281,282,283,284,338,339,340,339,340,284,280,281,282,283,284,284,284,337,338,339,280,281,282,283,284,284,339,340,340,284
280,280,280,280,280,281,282,283,284,284,284,284,284,284,284,280,281,282,280,281,282,283,284,284,284,312,339,340,340,312
308,308,308,308,280,280,280,280,280,280,280,280,280,280,280,281,282,283,284,284,284,284,312,312,312,340,339,340,339,340
336,336,280,280,280,280,280,280,308,308,308,308,308,280,280,281,282,283,284,312,312,312,340,340,340,338,339,340,339,340
281,280,308,308,308,308,308,308,336,336,280,280,280,308,308,309,310,311,312,340,340,340,339,340,340,338,339,340,339,340
280,308,336,336,336,336,336,336,337,280,308,308,308,336,336,337,338,339,340,339,340,337,338,339,340,338,339,340,338,339
308,336,336,336,336,337,338,339,280,308,336,336,336,336,337,338,339,340,340,337,338,339,340,336,337,338,339,340,338,339
478,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,478
