311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311
309,309,309,309,309,309,309,309,309,309,309,310,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311
337,337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311
337,337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,309
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,339,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,311,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,339,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,339,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,339,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,339,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,311
337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,311,339,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,339
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,311
337,337,337,337,337,337,337,337,337,337,338,339,339,339,339,339,339,339,339,339,339,339,339,339,311,311,339,339
